date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:36:41	97740/97740	---M--	200	added ('OK')	text/html	etag:%2217dcc-609a32e931adc%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/fontawesome-webfont.woff	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/fontawesome-webfont-3.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:36:41	76348/76348	---M--	200	added ('OK')	text/html	etag:%2212a3c-609a32e9322c3%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/fontawesome-webfont.woff2	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/fontawesome-webfont-2.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:36:44	164836/164836	---M--	200	added ('OK')	text/html	etag:%22283e4-609a32e9312f3%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/fontawesome-webfont.ttf	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/fontawesome-webfont-4.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:36:46	82224/82224	---M--	200	added ('OK')	text/html	etag:%2214130-609a32e9428ad%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/Icomoon.woff2	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/Icomoon-2.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:36:53	262924/262924	---M--	200	added ('OK')	text/html	etag:%224030c-609a32e93d290%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/Icomoon.woff	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/Icomoon-3.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:36:56	263012/263012	---M--	200	added ('OK')	text/html	etag:%2240364-609a32e939472%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/Icomoon.eot?	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/Icomoond41d.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:36:57	444380/444380	---M--	200	added ('OK')	image/svg+xml	etag:%226c7dc-609a32e930364%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/fontawesome-webfont.svg	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/fontawesome-webfont.svg	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:36:57	263012/263012	---M--	200	added ('OK')	text/html	etag:%2240364-609a32e939472%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/Icomoon.eot	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/Icomoon.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:36:59	3508/3508	---M--	200	added ('OK')	text/html	etag:%22db4-609a32e933e7c%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/hbicons.woff2?	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/hbiconsd41d.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:36:59	8720/8720	---M--	200	added ('OK')	text/html	etag:%222210-609a32e93364f%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/hbicons.ttf	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/hbicons.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:37:02	18990/18990	---M--	200	added ('OK')	image/svg+xml	etag:%224a2e-609a32e932ee2%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/hbicons.svg	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/hbicons.svg	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:37:03	20826/20826	---M--	200	added ('OK')	image/png	etag:%22515a-5956cc5163110%22	https://deltasoftwaresolutions.net/wp-content/uploads/2019/10/TSC.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/uploads/2019/10/TSC.png	(from https://deltasoftwaresolutions.net/wp-content/uploads/highend/dynamic-styles.css?ver=1699446340)
21:37:04	302/302	---M--	200	added ('OK')	image/png	etag:%2212e-60d76cb296cc1%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/vc/alert.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:04	323/323	---M--	200	added ('OK')	image/png	etag:%22143-60d76cb2bae87%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/vc/info.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/vc/info.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:04	244/244	---M--	200	added ('OK')	image/png	etag:%22f4-60d76cb2cf2ea%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/vc/tick.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/vc/tick.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:05	495/495	---M--	200	added ('OK')	image/png	etag:%221ef-60d76cb2a10c8%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/vc/exclamation.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:05	712/712	---M--	200	added ('OK')	image/png	etag:%222c8-60d76cb0b5db2%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/address-book.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:06	841/841	---M--	200	added ('OK')	image/png	etag:%22349-60d76cb0b6937%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:06	694/694	---M--	200	added ('OK')	image/png	etag:%222b6-60d76cb0b710e%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/anchor.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:06	544/544	---M--	200	added ('OK')	image/png	etag:%22220-60d76cb0b7908%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/application-image.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:06	262848/262848	---M--	200	added ('OK')	text/html	etag:%22402c0-609a32e93bf5a%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/Icomoon.ttf	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/Icomoon-4.html	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:37:07	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-60d76cb0b80e9%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/arrow.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:09	682/682	---M--	200	added ('OK')	image/png	etag:%222aa-60d76cb0b8c59%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:09	705/705	---M--	200	added ('OK')	image/png	etag:%222c1-60d76cb0b9440%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:11	674/674	---M--	200	added ('OK')	image/png	etag:%222a2-60d76cb0bbb43%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/balloon.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:11	717/717	---M--	200	added ('OK')	image/png	etag:%222cd-60d76cb0b9fea%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:11	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-60d76cb0ba7ea%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:12	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-60d76cb0bafdd%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:12	648/648	---M--	200	added ('OK')	image/png	etag:%22288-60d76cb0bc311%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:13	621/621	---M--	200	added ('OK')	image/png	etag:%2226d-60d76cb0bcb17%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/binocular.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:13	688/688	---M--	200	added ('OK')	image/png	etag:%222b0-60d76cb0bd30b%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:14	700/700	---M--	200	added ('OK')	image/png	etag:%222bc-60d76cb0bf5ee%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:14	647/647	---M--	200	added ('OK')	image/png	etag:%22287-60d76cb0bfde9%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:15	763/763	---M--	200	added ('OK')	image/png	etag:%222fb-60d76cb0c05ad%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:15	690/690	---M--	200	added ('OK')	image/png	etag:%222b2-60d76cb0c1144%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:15	709/709	---M--	200	added ('OK')	image/png	etag:%222c5-60d76cb0c1953%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:16	691/691	---M--	200	added ('OK')	image/png	etag:%222b3-60d76cb0c24ca%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:16	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-60d76cb0c2cb4%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/bookmark.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:17	590/590	---M--	200	added ('OK')	image/png	etag:%2224e-60d76cb0c3829%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/camcorder.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:17	635/635	---M--	200	added ('OK')	image/png	etag:%2227b-60d76cb0c53df%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/camera.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/camera.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:18	659/659	---M--	200	added ('OK')	image/png	etag:%22293-60d76cb0c672e%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/chart.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/chart.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:19	596659/596659	---M--	200	added ('OK')	image/svg+xml	etag:%2291ab3-609a32e93afa5%22	https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/Icomoon.svg	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons/Icomoon.svg	(from https://deltasoftwaresolutions.net/wp-content/themes/HighendWP/assets/css/icons.css?ver=3.9.4)
21:37:19	1686/1686	---M--	200	added ('OK')	image/png	etag:%22696-60d76cb0c5f53%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/chart-pie.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:20	706/706	---M--	200	added ('OK')	image/png	etag:%222c2-60d76cb0c6f34%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/clock.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/clock.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:21	470/470	---M--	200	added ('OK')	image/png	etag:%221d6-60d76cb0c7a98%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/control.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/control.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:22	606/606	---M--	200	added ('OK')	image/png	etag:%2225e-60d76cb0c828a%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/fire.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/fire.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:22	792/792	---M--	200	added ('OK')	image/png	etag:%22318-60d76cb0c8a65%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/heart.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/heart.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:23	505/505	---M--	200	added ('OK')	image/png	etag:%221f9-60d76cb0c95fe%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/mail.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/mail.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:23	756/756	---M--	200	added ('OK')	image/png	etag:%222f4-60d76cb0c9e11%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/plus-shield.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:23	657/657	---M--	200	added ('OK')	image/png	etag:%22291-60d76cb0ca96f%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/video.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/icons/video.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:25	223/223	---M--	200	added ('OK')	image/png	etag:%22df-60d76cb0cc138%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/toggle_open.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/toggle_open.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:25	168/168	---M--	200	added ('OK')	image/png	etag:%22a8-60d76cb0cb925%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/toggle_close.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/toggle_close.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:26	198/198	---M--	200	added ('OK')	image/png	etag:%22c6-60d76cb0b3e65%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/flickr.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/flickr.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:26	673/673	---M--	200	added ('OK')	image/gif	etag:%222a1-60d76cb0cb141%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/spinner.gif	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/images/spinner.gif	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:27	265/265	---M--	200	added ('OK')	image/png	etag:%22109-60d76cb2c4eda%22	https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/vc/remove.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/vc/remove.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=7.3)
21:37:32	71618/71618	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2016:07:37%20GMT	https://deltasoftwaresolutions.net/careers/mqdefault.jpg	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/careers/mqdefault.7c.delayed	(from https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=7.9.6)
21:37:36	71603/71603	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2016:07:41%20GMT	https://deltasoftwaresolutions.net/careers/hqdefault.jpg	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/careers/hqdefault.jpg	(from https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=7.9.6)
21:37:37	71586/71586	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2016:07:38%20GMT	https://deltasoftwaresolutions.net/careers/Version/	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/careers/Version/index.html	(from https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.utils.js?ver=7.9.6)
21:37:39	71627/71627	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2016:07:44%20GMT	https://deltasoftwaresolutions.net/careers/sddefault.jpg	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/careers/sddefault.jpg	(from https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=7.9.6)
21:37:42	435/435	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Jan%202024%2016:07:49%20GMT	https://deltasoftwaresolutions.net/careers/Find%20updates%20and%20docs%20@%20https://layerslider.com/	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/careers/Find%20updates%20and%20docs%20@%20https_/layerslider.com/index.html	(from https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=7.9.6)
21:37:42	20637/20637	---M--	200	added ('OK')	text/html	date:Fri,%2019%20Jan%202024%2016:07:48%20GMT	https://deltasoftwaresolutions.net/careers/embed/	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/careers/embed/index.html	(from https://deltasoftwaresolutions.net/wp-content/plugins/layerslider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=7.9.6)
21:37:45	71587/71587	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Jan%202024%2016:07:50%20GMT	https://deltasoftwaresolutions.net/careers/dummy.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/careers/dummy.7f.delayed	(from https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.20)
21:37:45	37785/37785	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2019%20Jan%202024%2016:07:52%20GMT	https://player.vimeo.com/api/player.js	C:/Users/User/Desktop/git/delta/player.vimeo.com/api/player.js	(from https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.20)
21:37:46	326/326	---M--	200	added ('OK')	text/html	etag:%22146-60d76c917d985%22	https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/openhand.html	(from https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.20)
21:37:46	326/326	---M--	200	added ('OK')	text/html	etag:%22146-60d76c917c5fb%22	https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.20)
21:37:47	392/392	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Jan%202024%2016:07:53%20GMT	https://deltasoftwaresolutions.net/careers/origin=https://	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/careers/origin=https_/index.html	(from https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.20)
21:37:47	70/70	---M--	200	added ('OK')	image/png	etag:%2246-60d76c8dae11f%22	https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/Users/User/Desktop/git/delta/deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://deltasoftwaresolutions.net/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.20)
